The Absolute Way;Relative Way;Class
C:\labs\pp_lab3\dataset\download_data\zebra\0049.jpg;dataset/download_data/zebra/0049.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0050.jpg;dataset/download_data/zebra/0050.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0051.jpg;dataset/download_data/zebra/0051.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0052.jpg;dataset/download_data/zebra/0052.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0053.jpg;dataset/download_data/zebra/0053.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0054.jpg;dataset/download_data/zebra/0054.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0055.jpg;dataset/download_data/zebra/0055.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0056.jpg;dataset/download_data/zebra/0056.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0057.jpg;dataset/download_data/zebra/0057.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0058.jpg;dataset/download_data/zebra/0058.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0059.jpg;dataset/download_data/zebra/0059.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0060.jpg;dataset/download_data/zebra/0060.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0061.jpg;dataset/download_data/zebra/0061.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0062.jpg;dataset/download_data/zebra/0062.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0063.jpg;dataset/download_data/zebra/0063.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0064.jpg;dataset/download_data/zebra/0064.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0065.jpg;dataset/download_data/zebra/0065.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0066.jpg;dataset/download_data/zebra/0066.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0067.jpg;dataset/download_data/zebra/0067.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0068.jpg;dataset/download_data/zebra/0068.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0069.jpg;dataset/download_data/zebra/0069.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0070.jpg;dataset/download_data/zebra/0070.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0071.jpg;dataset/download_data/zebra/0071.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0072.jpg;dataset/download_data/zebra/0072.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0073.jpg;dataset/download_data/zebra/0073.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0074.jpg;dataset/download_data/zebra/0074.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0075.jpg;dataset/download_data/zebra/0075.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0076.jpg;dataset/download_data/zebra/0076.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0077.jpg;dataset/download_data/zebra/0077.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0078.jpg;dataset/download_data/zebra/0078.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0079.jpg;dataset/download_data/zebra/0079.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0080.jpg;dataset/download_data/zebra/0080.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0081.jpg;dataset/download_data/zebra/0081.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0082.jpg;dataset/download_data/zebra/0082.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0083.jpg;dataset/download_data/zebra/0083.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0084.jpg;dataset/download_data/zebra/0084.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0085.jpg;dataset/download_data/zebra/0085.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0086.jpg;dataset/download_data/zebra/0086.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0087.jpg;dataset/download_data/zebra/0087.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0088.jpg;dataset/download_data/zebra/0088.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0089.jpg;dataset/download_data/zebra/0089.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0090.jpg;dataset/download_data/zebra/0090.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0091.jpg;dataset/download_data/zebra/0091.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0092.jpg;dataset/download_data/zebra/0092.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0093.jpg;dataset/download_data/zebra/0093.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0094.jpg;dataset/download_data/zebra/0094.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0095.jpg;dataset/download_data/zebra/0095.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0096.jpg;dataset/download_data/zebra/0096.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0097.jpg;dataset/download_data/zebra/0097.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0098.jpg;dataset/download_data/zebra/0098.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0099.jpg;dataset/download_data/zebra/0099.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0100.jpg;dataset/download_data/zebra/0100.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0101.jpg;dataset/download_data/zebra/0101.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0102.jpg;dataset/download_data/zebra/0102.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0103.jpg;dataset/download_data/zebra/0103.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0104.jpg;dataset/download_data/zebra/0104.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0105.jpg;dataset/download_data/zebra/0105.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0106.jpg;dataset/download_data/zebra/0106.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0107.jpg;dataset/download_data/zebra/0107.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0108.jpg;dataset/download_data/zebra/0108.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0109.jpg;dataset/download_data/zebra/0109.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0110.jpg;dataset/download_data/zebra/0110.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0111.jpg;dataset/download_data/zebra/0111.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0112.jpg;dataset/download_data/zebra/0112.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0113.jpg;dataset/download_data/zebra/0113.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0114.jpg;dataset/download_data/zebra/0114.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0115.jpg;dataset/download_data/zebra/0115.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0116.jpg;dataset/download_data/zebra/0116.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0117.jpg;dataset/download_data/zebra/0117.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0118.jpg;dataset/download_data/zebra/0118.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0119.jpg;dataset/download_data/zebra/0119.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0120.jpg;dataset/download_data/zebra/0120.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0121.jpg;dataset/download_data/zebra/0121.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0122.jpg;dataset/download_data/zebra/0122.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0123.jpg;dataset/download_data/zebra/0123.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0124.jpg;dataset/download_data/zebra/0124.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0125.jpg;dataset/download_data/zebra/0125.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0126.jpg;dataset/download_data/zebra/0126.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0127.jpg;dataset/download_data/zebra/0127.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0128.jpg;dataset/download_data/zebra/0128.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0129.jpg;dataset/download_data/zebra/0129.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0130.jpg;dataset/download_data/zebra/0130.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0131.jpg;dataset/download_data/zebra/0131.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0132.jpg;dataset/download_data/zebra/0132.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0133.jpg;dataset/download_data/zebra/0133.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0134.jpg;dataset/download_data/zebra/0134.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0135.jpg;dataset/download_data/zebra/0135.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0136.jpg;dataset/download_data/zebra/0136.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0137.jpg;dataset/download_data/zebra/0137.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0138.jpg;dataset/download_data/zebra/0138.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0139.jpg;dataset/download_data/zebra/0139.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0140.jpg;dataset/download_data/zebra/0140.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0141.jpg;dataset/download_data/zebra/0141.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0142.jpg;dataset/download_data/zebra/0142.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0143.jpg;dataset/download_data/zebra/0143.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0144.jpg;dataset/download_data/zebra/0144.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0145.jpg;dataset/download_data/zebra/0145.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0146.jpg;dataset/download_data/zebra/0146.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0147.jpg;dataset/download_data/zebra/0147.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0148.jpg;dataset/download_data/zebra/0148.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0149.jpg;dataset/download_data/zebra/0149.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0150.jpg;dataset/download_data/zebra/0150.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0151.jpg;dataset/download_data/zebra/0151.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0152.jpg;dataset/download_data/zebra/0152.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0153.jpg;dataset/download_data/zebra/0153.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0154.jpg;dataset/download_data/zebra/0154.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0155.jpg;dataset/download_data/zebra/0155.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0156.jpg;dataset/download_data/zebra/0156.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0157.jpg;dataset/download_data/zebra/0157.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0158.jpg;dataset/download_data/zebra/0158.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0159.jpg;dataset/download_data/zebra/0159.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0160.jpg;dataset/download_data/zebra/0160.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0161.jpg;dataset/download_data/zebra/0161.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0162.jpg;dataset/download_data/zebra/0162.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0163.jpg;dataset/download_data/zebra/0163.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0164.jpg;dataset/download_data/zebra/0164.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0165.jpg;dataset/download_data/zebra/0165.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0166.jpg;dataset/download_data/zebra/0166.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0167.jpg;dataset/download_data/zebra/0167.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0168.jpg;dataset/download_data/zebra/0168.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0169.jpg;dataset/download_data/zebra/0169.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0170.jpg;dataset/download_data/zebra/0170.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0171.jpg;dataset/download_data/zebra/0171.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0172.jpg;dataset/download_data/zebra/0172.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0173.jpg;dataset/download_data/zebra/0173.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0174.jpg;dataset/download_data/zebra/0174.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0175.jpg;dataset/download_data/zebra/0175.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0176.jpg;dataset/download_data/zebra/0176.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0177.jpg;dataset/download_data/zebra/0177.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0178.jpg;dataset/download_data/zebra/0178.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0179.jpg;dataset/download_data/zebra/0179.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0180.jpg;dataset/download_data/zebra/0180.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0181.jpg;dataset/download_data/zebra/0181.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0182.jpg;dataset/download_data/zebra/0182.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0183.jpg;dataset/download_data/zebra/0183.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0184.jpg;dataset/download_data/zebra/0184.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0185.jpg;dataset/download_data/zebra/0185.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0186.jpg;dataset/download_data/zebra/0186.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0187.jpg;dataset/download_data/zebra/0187.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0188.jpg;dataset/download_data/zebra/0188.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0189.jpg;dataset/download_data/zebra/0189.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0190.jpg;dataset/download_data/zebra/0190.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0191.jpg;dataset/download_data/zebra/0191.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0192.jpg;dataset/download_data/zebra/0192.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0193.jpg;dataset/download_data/zebra/0193.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0194.jpg;dataset/download_data/zebra/0194.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0195.jpg;dataset/download_data/zebra/0195.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0196.jpg;dataset/download_data/zebra/0196.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0197.jpg;dataset/download_data/zebra/0197.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0198.jpg;dataset/download_data/zebra/0198.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0199.jpg;dataset/download_data/zebra/0199.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0200.jpg;dataset/download_data/zebra/0200.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0201.jpg;dataset/download_data/zebra/0201.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0202.jpg;dataset/download_data/zebra/0202.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0203.jpg;dataset/download_data/zebra/0203.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0204.jpg;dataset/download_data/zebra/0204.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0205.jpg;dataset/download_data/zebra/0205.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0206.jpg;dataset/download_data/zebra/0206.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0207.jpg;dataset/download_data/zebra/0207.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0208.jpg;dataset/download_data/zebra/0208.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0209.jpg;dataset/download_data/zebra/0209.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0210.jpg;dataset/download_data/zebra/0210.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0211.jpg;dataset/download_data/zebra/0211.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0212.jpg;dataset/download_data/zebra/0212.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0213.jpg;dataset/download_data/zebra/0213.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0214.jpg;dataset/download_data/zebra/0214.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0215.jpg;dataset/download_data/zebra/0215.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0216.jpg;dataset/download_data/zebra/0216.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0217.jpg;dataset/download_data/zebra/0217.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0218.jpg;dataset/download_data/zebra/0218.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0219.jpg;dataset/download_data/zebra/0219.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0220.jpg;dataset/download_data/zebra/0220.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0221.jpg;dataset/download_data/zebra/0221.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0222.jpg;dataset/download_data/zebra/0222.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0223.jpg;dataset/download_data/zebra/0223.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0224.jpg;dataset/download_data/zebra/0224.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0225.jpg;dataset/download_data/zebra/0225.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0226.jpg;dataset/download_data/zebra/0226.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0227.jpg;dataset/download_data/zebra/0227.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0228.jpg;dataset/download_data/zebra/0228.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0229.jpg;dataset/download_data/zebra/0229.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0230.jpg;dataset/download_data/zebra/0230.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0231.jpg;dataset/download_data/zebra/0231.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0232.jpg;dataset/download_data/zebra/0232.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0233.jpg;dataset/download_data/zebra/0233.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0234.jpg;dataset/download_data/zebra/0234.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0235.jpg;dataset/download_data/zebra/0235.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0236.jpg;dataset/download_data/zebra/0236.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0237.jpg;dataset/download_data/zebra/0237.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0238.jpg;dataset/download_data/zebra/0238.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0239.jpg;dataset/download_data/zebra/0239.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0240.jpg;dataset/download_data/zebra/0240.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0241.jpg;dataset/download_data/zebra/0241.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0242.jpg;dataset/download_data/zebra/0242.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0243.jpg;dataset/download_data/zebra/0243.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0244.jpg;dataset/download_data/zebra/0244.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0245.jpg;dataset/download_data/zebra/0245.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0246.jpg;dataset/download_data/zebra/0246.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0247.jpg;dataset/download_data/zebra/0247.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0248.jpg;dataset/download_data/zebra/0248.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0249.jpg;dataset/download_data/zebra/0249.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0250.jpg;dataset/download_data/zebra/0250.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0251.jpg;dataset/download_data/zebra/0251.jpg;zebra
C:\labs\pp_lab3\dataset\download_data\zebra\0252.jpg;dataset/download_data/zebra/0252.jpg;zebra
